nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"BASE PARA HELADO GRASA VEGETAL TIPO EIGSAMIX, PRESENTACIÓN DE 20 LITROS CON TOLERANCIA DE +/-10%",BASE HELADO GRASA VEGETAL EIGSAMIX,INS-52D20304FC,20 litros,+/-10%,,,,,46,FALTA_EN_CATALOGO
"BASE PARA HELADO GRASA VEGETAL, PRESENTACIÓN DE 20 LITROS CON TOLERANCIA DE +/-10%",BASE HELADO GRASA VEGETAL,INS-E35606A663,20 litros,+/-10%,,,,,50,FALTA_EN_CATALOGO
"BEBIDA CON PULPA DE MANGO, MANZANA, GUAYABA, UVA PRESENTACIÓN EN TETRAPAK 500ML CAJA CON 24 PIEZAS",BEBIDA PULPA MANGO MANZANA GUAYABA UVA,INS-954F5D5526,500 ml,,,,,,45,FALTA_EN_CATALOGO
BEBIDA SABOR KIWI CON FRESA LATA DE 446 ML CAJA CON 24 PIEZAS,BEBIDA SABOR KIWI FRESA,INS-7FD3984776,446 ml,,,,,,44,FALTA_EN_CATALOGO
BEBIDA SABOR MANGO LATA DE 446 ML CAJA CON 24 PIEZAS,BEBIDA SABOR MANGO,INS-F026F09961,446 ml,,,,,,47,FALTA_EN_CATALOGO
BEBIDA SABOR SANDIA LATA DE 446 ML CAJA CON 24 PIEZAS,BEBIDA SABOR SANDIA,INS-A805DC281E,446 ml,,,,,,47,FALTA_EN_CATALOGO
BEBIDA SABOR TE VERDE LATA DE 446 ML CAJA CON 24 PIEZAS,BEBIDA SABOR TE VERDE,INS-F26CDA736E,446 ml,,,,,,51,FALTA_EN_CATALOGO
"BERENJENA, ASPECTO: PIEL COLOR MORADO INTENSO, CARNE DE COLOR BLANCO, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA,, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",BERENJENA,INS-3A09242AC6,1 kg,,BERENJENA,KG,FRUTAS Y VERDURAS,80.32,100,YA_EN_CATALOGO
"BERRO, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO, SABOR: FRESCO DE TEXTURA SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, TALLO FIRME Y CRUJIENTE, LIBRE DE POLVO, TIERRA, LIBRE. PRESENTACIÓN BOLSA EN 1 KG",BERRO,INS-4C2830C5A6,1 kg,,,,,,41,FALTA_EN_CATALOGO
"BETABEL ARCOÍRIS, ASPECTO: PIEL COLORES VARIADOS, CARNE COLORES VARIADOS, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA,, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",BETABEL ARCOIRIS,INS-5B5CB99E91,1 kg,,BETABEL,KG,FRUTAS Y VERDURAS,47.59,89,YA_EN_CATALOGO
"BETABEL, ASPECTO: PIEL COLOR MORADO-MARRÓN, CARNE COLOR MORADO INTENSO, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",BETABEL,INS-7D32E23DD6,1 kg,,BETABEL,KG,FRUTAS Y VERDURAS,47.59,100,YA_EN_CATALOGO
"BICARBONATO DE SODIO PARA COCINA, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",BICARBONATO SODIO COCINA,INS-F896A41924,1 kg,+/-10%,BICARBONATO DE SODIO,A GRANEL,ABARROTES,47.59,100,YA_EN_CATALOGO
BLÍSTER DE MAYONESA (CAJA DE 200 PIEZAS DE 8 GR CADA UNO).,BLISTER MAYONESA,INS-C901EFEA5E,200 piezas,,,,,,56,FALTA_EN_CATALOGO
BLÍSTER DE MERMELADA / VARIEDAD DE SABORES (CAJA DE 105 PIEZAS DE 20 GR CADA UNO).,BLISTER MERMELADA SABORES,INS-5517637051,105 piezas,,,,,,48,FALTA_EN_CATALOGO
BLÍSTER DE MIEL (CAJA DE 120 PIEZAS DE 20 GR CADA UNO).,BLISTER MIEL,INS-6F62AFBA16,120 piezas,,,,,,42,FALTA_EN_CATALOGO
BLÍSTER DE MIEL (CAJA DE 72 PIEZAS DE 20 GR CADA UNO).,BLISTER MIEL,INS-9D0CCD5B13,72 piezas,,,,,,42,FALTA_EN_CATALOGO
BLÍSTER DE MOSTAZA (CAJA DE 200 PIEZAS DE 5 GR CADA UNO).,BLISTER MOSTAZA,INS-1510899C5B,200 piezas,,,,,,55,FALTA_EN_CATALOGO
BLÍSTER DE SALSA TIPO CÁTSUP (CAJA CON 200 PIEZAS DE 9 GR CADA UNO),BLISTER SALSA CATSUP,INS-850A62FEAE,200 piezas,,,,,,60,FALTA_EN_CATALOGO
"BLUEBERRY, DEBERÁ ESTAR LIBRES DE POLVO, TIERRA U OTRAS MATERIAS INDESEABLES, LA SUPERFICIE DE LA FRUTA DEBERÁ SER CÓNICA O REDONDEADA CON UNA PIEL ATERCIOPELADA, LIBRES DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, TEXTURA: SUAVE PERO FIRME COLOR: ROJO, ATRACTIVA Y BIEN PRESENTADO, OLOR: PULPA ES MUY AROMÁTICA, SABOR: AGRIDULCE. LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS, PRESENTACIÓN DE DOMO 160 A 170 GR",BLUEBERRY,INS-ED4BAA43F5,170 gr,,,,,,60,FALTA_EN_CATALOGO
"BLUEBERRY, TEMPERATURA: NO MAYOR A 4°C NI MENOR A 0°C, DEBERÁ ESTAR LIBRES DE POLVO, TIERRA U OTRAS MATERIAS INDESEABLES, LA SUPERFICIE DE LA FRUTA DEBERÁ SER LISA, ATRACTIVA Y BIEN PRESENTADO, CON EL PEDÚNCULO RECORTADO. FRUTAS SANAS Y ENTERAS TANTO EXTERNA COMO INTERNAMENTE, SIN RUPTURA DE LA EPIDERMIS LIBRES DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, TEXTURA SUAVE PERO FIRME, UNIFORME POR TODA LA SUPERFICIE DE LA FRUTA, LA PIEL TERSA. SIN SEÑALES DE MARCHITAMIENTO NI DESHIDRATACIÓN. LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTO. CON AROMA Y SABOR TÍPICOS DE LA VARIEDAD. PULPA JUGOSA Y AROMÁTICA DE SABOR AGRIDULCE, PRESENTACIÓN DE UNA BOLSA DE 1 KG",BLUEBERRY,INS-61B6BFE74D,1 kg,,,,,,60,FALTA_EN_CATALOGO
BOTELLA DE TÉ NEGRO Y DURAZNO DE 600 ML PAQUETE DE 6 PIEZAS TIPO FUZE TEA,TE NEGRO DURAZNO PAQUETE FUZE TEA,INS-DADE65227B,600 ml,,TE NEGRO,MCCORMICK,ABARROTES,65.77,79,REVISAR
BOTELLA DE TÉ NEGRO Y FRUTOS ROJOS DE 600 ML PAQUETE DE 6 PIEZAS TIPO FUZE TEA DESCRIPCIÓN,TE NEGRO FRUTOS ROJOS PAQUETE FUZE TEA,INS-A83D8CC7F1,600 ml,,TE NEGRO,MCCORMICK,ABARROTES,65.77,76,REVISAR
BOTELLA DE TÉ NEGRO Y LIMÓN DE 600 ML PAQUETE DE 6 PIEZAS TIPO FUZE TEA,TE NEGRO LIMON PAQUETE FUZE TEA,INS-8D8771A63C,600 ml,,TE NEGRO,MCCORMICK,ABARROTES,65.77,80,YA_EN_CATALOGO
BOTELLA DE TÉ VERDE Y LIMÓN DE 600 ML PAQUETE DE 6 PIEZAS TIPO FUZE TEA,TE VERDE LIMON PAQUETE FUZE TEA,INS-AE50CFFBEB,600 ml,,TE VERDE,MCCORMICK,ABARROTES,62.14,80,YA_EN_CATALOGO
"BRILLO PARA FRUTAS Y POSTRES, PRESENTACIÓN EN CUBETA DE 5 KG, CON TOLERANCIA DE +/- 10%",BRILLO FRUTAS POSTRES,INS-17D7B78392,5 kg,+/-10%,,,,,43,FALTA_EN_CATALOGO
"BRÓCOLI, ASPECTO: COLOR VERDE OSCURO INTENSO, TALLO COLOR VERDE CLARO-AMARILLENTO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO INTENSO, OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRME, DURO Y FRÁGIL, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",BROCOLI,INS-885C7B0790,1 kg,,BROCOLI,KG,FRUTAS Y VERDURAS,36.68,100,YA_EN_CATALOGO
"BROTES DE BETABEL, ASPECTO: PUNTAS COLOR MORADAS BASE TONALIDADES VERDES, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME. PRESENTACIÓN DOMO DE 50 GR.",BROTES BETABEL,INS-6A65B76270,50 gr,,,,,,56,FALTA_EN_CATALOGO
"BROTES DE CILANTRO, ASPECTO: PUNTAS COLOR VERDE BASE TONALIDADES BLANQUIZCAS, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME. PRESENTACIÓN BOLSA EN 1 KG",BROTES CILANTRO,INS-4D889E5077,1 kg,,,,,,58,FALTA_EN_CATALOGO
"CABEZA DE AJO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, COLOR BLANCO AMARILLENTO, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO SUAVE, PICANTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CABEZA AJO,INS-D68BB72AF9,1 kg,,,,,,55,FALTA_EN_CATALOGO
"CACAHUATE CRUDO, SIN SAL, SIN CASCARA BOLSA DE 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",CACAHUATE CRUDO SAL CASCARA,INS-72D4E252A7,1 kg,+/-10%,CACAHUATE,A GRANEL,ABARROTES,74.86,84,YA_EN_CATALOGO
"CAFÉ AMERICANO MOLIDO, PRESENTACIÓN DE BOLSA CON 1100 GR CON TOLERANCIA DE +/-10%",CAFE AMERICANO MOLIDO,INS-4E9A638C17,1100 gr,+/-10%,CAFE MOLIDO (400 GR),LEGAL,ABARROTES,170.19,91,YA_EN_CATALOGO
"CAFÉ AMERICANO MOLIDO, PRESENTACIÓN 1 KG",CAFE AMERICANO MOLIDO,INS-22EEE3BC3A,1 kg,,CAFE MOLIDO (400 GR),LEGAL,ABARROTES,170.19,91,YA_EN_CATALOGO
"CAFÉ AMERICANO MOLIDO, PRESENTACIÓN DE BOLSA CON 400 GR CON TOLERANCIA DE +/-10%",CAFE AMERICANO MOLIDO,INS-62FFB89BFE,400 gr,+/-10%,CAFE MOLIDO (400 GR),LEGAL,ABARROTES,170.19,91,YA_EN_CATALOGO
CAFÉ CON LECHE CLÁSICO BOTELLA DE VIDRIO DE 281 ML,CAFE LECHE CLASICO VIDRIO,INS-3C83740707,281 ml,,CAFE MOLIDO (400 GR),LEGAL,ABARROTES,170.19,69,REVISAR
"CAFÉ EN GRANO TUESTE OSCURO, BOLSA DE 1 KILOGRAMO, CON TOLERANCIA DE +/-10%",CAFE GRANO TUESTE OSCURO KILOGRAMO,INS-FB7C8D3FC5,1 kilogramo,+/-10%,,,,,60,FALTA_EN_CATALOGO
"CAFÉ SOLUBLE, PRESENTACIÓN DE FRASCO CON 120 GR CON TOLERANCIA DE +/-10%",CAFE SOLUBLE,INS-B928A66640,120 gr,+/-10%,CAFE SOLUBLE (400 G),NESCAFE,ABARROTES,440.5,100,YA_EN_CATALOGO
"CAFÉ TOSTADO OBSCURO DESCAFEINADO MOLIDO, CAJA CON 20 BOLSAS DE 64 GR, CON TOLERANCIA DE +/-10%",CAFE TOSTADO OBSCURO DESCAFEINADO MOLIDO BOLSAS,INS-682F2CE424,64 gr,+/-10%,CAFE TOSTADO Y MOLIDO PARA CAFETERA 1 KG,LA PARROQUIA,ABARROTES,591.83,90,YA_EN_CATALOGO
"CAFÉ TOSTADO OBSCURO EN GRANO, BOLSA DE 1 KILOGRAMO, CON TOLERANCIA DE +/-10%",CAFE TOSTADO OBSCURO GRANO KILOGRAMO,INS-31681979C1,1 kilogramo,+/-10%,,,,,60,FALTA_EN_CATALOGO
"CAFÉ TOSTADO OBSCURO EXPRESSO EN GRANO, BOLSAS DE 500 GR, CON TOLERANCIA DE +/-10%",CAFE TOSTADO OBSCURO EXPRESSO GRANO BOLSAS,INS-BF48AB3848,500 gr,+/-10%,CAFE TOSTADO Y MOLIDO PARA CAFETERA 1 KG,LA PARROQUIA,ABARROTES,591.83,85,YA_EN_CATALOGO
CAJA CERILLOS CON 50 PIEZAS PAQUETE DE 10 CAJAS,CERILLOS PAQUETE CAJAS,INS-4437E46681,50 piezas,,,,,,47,FALTA_EN_CATALOGO
"CAJETA QUEMADA, PRESENTACIÓN DE 1 KG CON TOLERANCIA DE +/-10%",CAJETA QUEMADA,INS-BFCBBD8AEE,1 kg,+/-10%,CAJETA QUEMADA (1.2 KG),MEMBERS MARK,ABARROTES,274.86,100,YA_EN_CATALOGO
"CAJETA QUEMADA, PRESENTACIÓN CUBETA DE 5 KILOS CON TOLERANCIA DE +10%",CAJETA QUEMADA,INS-8B9F11C9F7,5 kilos,+/-10%,CAJETA QUEMADA (1.2 KG),MEMBERS MARK,ABARROTES,274.86,100,YA_EN_CATALOGO
"CAJETA QUEMADA, PRESENTACIÓN DE BOTELLA CON 660 GR CON TOLERANCIA DE +/-10%",CAJETA QUEMADA,INS-1897844B80,660 gr,+/-10%,CAJETA QUEMADA (1.2 KG),MEMBERS MARK,ABARROTES,274.86,100,YA_EN_CATALOGO
"CAJÚN, PRESENTACIÓN DE BOTELLA CON 690 GR CON TOLERANCIA DE +/- 10%",CAJUN,INS-B06F198518,690 gr,+/-10%,CANA,A GRANEL,FRUTAS Y VERDURAS,1.23,67,REVISAR
"CALABACITA BOLA, ASPECTO: TUBULAR O REDONDA COLOR VERDE CLARO A OSCURO INTENSO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: ALGO AMARGO, AUNQUE CON UN LIGERO TOQUE DULCE OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRME, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CALABACITA BOLA,INS-2093F82031,1 kg,,CALABACITA CRIOLLA (REDONDA Y/O BOLA),KG,FRUTAS Y VERDURAS,34.86,71,REVISAR
"CALABACITA ITALIANA, ASPECTO: TUBULAR O REDONDA COLOR VERDE CLARO A OSCURO INTENSO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: ALGO AMARGO, AUNQUE CON UN LIGERO TOQUE DULCE OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRME, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG DESCRIPCIÓN",CALABACITA ITALIANA,INS-B899A2D3FB,1 kg,,CALABAZA ITALIANA,KG,FRUTAS Y VERDURAS,34.86,89,YA_EN_CATALOGO
"CALABAZA DE CASTILLA, ASPECTO: DE COLOR VERDE A ANARANJADO, Y DIVERSAS FORMAS Y TAMAÑOS, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME DE CASCARA MUY GRUESA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, BOLSA DE 1 KG",CALABAZA CASTILLA,INS-66D086DBC0,1 kg,,CALABACITA CRIOLLA (REDONDA Y/O BOLA),KG,FRUTAS Y VERDURAS,34.86,74,REVISAR
"CALABAZA ZUCHINNI BABY, ASPECTO: DE COLOR VERDE, LISA, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME DE CASCARA DELGADA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, BOLSA DE 1 KG",CALABAZA ZUCHINNI BABY,INS-872107D39C,1 kg,,,,,,57,FALTA_EN_CATALOGO
"CALDO DE CAMARÓN, EN POLVO. PRESENTACIÓN EN BOTE DE 1.6 KGS.",CALDO CAMARON,INS-B8F5B3444C,1.6 kgs,,CALDO DE POLLO CERO SAL EN POLVO (75 G),KNORR,ABARROTES,43.95,68,REVISAR
"CALDO DE POLLO GRANULADO, BOTE CON 3.6KG CON TOLERANCIA DE +/- 10%",CALDO POLLO GRANULADO,INS-2F44C21812,3.6 kg,+/-10%,CALDO DE POLLO GRANULADO (3.5 KG),KNORR SUIZA,ABARROTES,807.59,100,YA_EN_CATALOGO
"CALDO DE POLLO GRANULADO, PRESENTACIÓN DE BOLSA CON 1 KG CON TOLERANCIA DE +/-10%",CALDO POLLO GRANULADO,INS-8C82EDCFDB,1 kg,+/-10%,CALDO DE POLLO GRANULADO (3.5 KG),KNORR SUIZA,ABARROTES,807.59,100,YA_EN_CATALOGO
"CALDO DE POLLO GRANULADO, PRESENTACIÓN DE CAJA CON 24 CUBOS DE 10.5 GR C/U CON TOLERANCIA DE +/-10%",CALDO POLLO GRANULADO,INS-C2AE2C99A4,10.5 gr,+/-10%,CALDO DE POLLO GRANULADO (3.5 KG),KNORR SUIZA,ABARROTES,807.59,100,YA_EN_CATALOGO
CALPICO CONCENTRADO PRESENTACIÓN CAJA TIPO TETRA PACK DE 1 LITRO.,CALPICO CONCENTRADO,INS-BD2F6267FB,1 litro,,,,,,57,FALTA_EN_CATALOGO
"CAMARÓN MOLIDO EN POLVO, PRESENTACIÓN DE BOLSA CON 1 KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",CAMARON MOLIDO,INS-2AAF1EF4B2,1 kg,+/-10%,CAMARON COCIDO CONGELADO PACOTILLA (908 GR),MEMBERS MARK,ABARROTES,647.63,66,REVISAR
"CAMARÓN SECO, PRESENTACIÓN DE BOLSA CON 1 KG PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",CAMARON SECO,INS-59E33DE1B4,1 kg,+/-10%,CAMARON PACOTILLA,A GRANEL,CONGELADOS,480.32,67,REVISAR
"CAMOTE AMARILLO, ASPECTO: PIEL COLOR ROJIZO CARACTERÍSTICO, PULPA BLANQUECINA, DENSA Y TURGENTE, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DULCE, OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CAMOTE AMARILLO,INS-A2D95497E8,1 kg,,,,,,57,FALTA_EN_CATALOGO
"CAMOTE MORADO, ASPECTO: PIEL COLOR ROJIZO CARACTERÍSTICO, PULPA MORADA, DENSA Y TURGENTE, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DULCE OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CAMOTE MORADO,INS-364FF9C16F,1 kg,,CAFE MOLIDO (400 GR),LEGAL,ABARROTES,170.19,67,REVISAR
CANELA EN RAJA BOLSA DE 500 GR O PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-248-1975,CANELA RAJA,INS-95C496A861,500 gr,+/-10%,CANELA EN POLVO,A GRANEL,ABARROTES,53.05,94,YA_EN_CATALOGO
CANELA MOLIDA BOLSA DE 500 GR O A GRANEL PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-248-1975,CANELA MOLIDA,INS-0B28C2EFC2,500 gr,+/-10%,CANELA MOLIDA MCCORMICK (63 G),MCCORMICK,ABARROTES,87.59,95,YA_EN_CATALOGO
CANELA MOLIDA BOTE DE 18 ONZAS,CANELA MOLIDA,INS-6C3C5B7716,18 onzas,,CANELA MOLIDA MCCORMICK (63 G),MCCORMICK,ABARROTES,87.59,95,YA_EN_CATALOGO
"CAÑA DE AZÚCAR, TEMPERATURA: MENOR A 7°C Y MAYOR A 2°C, ASPECTO: LARGO Y DE COLORES VERDE AMARILLO, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: DULCE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: MUY FIRME Y FRÁGIL, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CANA AZUCAR,INS-BFF4DEE42F,1 kg,,CANA,A GRANEL,FRUTAS Y VERDURAS,1.23,86,YA_EN_CATALOGO
"CÁPSULA DE CAFÉ, SABOR INTENSSO (LUNGO FORTE), CAJA CON 50 CÁPSULAS",CAPSULA CAFE SABOR INTENSSO CAPSULAS,INS-9587D71E2D,,,FECULA DE MAIZ SABOR FRESA (47 GR),MAIZENA,ABARROTES,21.41,72,REVISAR
"CARAMBOLA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO CLARO A UN AMARILLO DORADO, PULPA COLOR TRASLÚCIDA, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS. SABOR: CARACTERÍSTICO ÁCIDO Y JUGOSO. OLOR: CARACTERÍSTICO DEL PRODUCTO TACTO: FIRME DE PIEL FINA COMESTIBLE, LIBRE DE POLVO, TIERRA Y OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CARAMBOLA,INS-28B99F0465,1 kg,,ZARZAMORA,KG,FRUTAS Y VERDURAS,343.95,67,REVISAR
"CARAMELO LÍQUIDO, BOTELLA DE 1 LT, CON TOLERANCIA DE +/-10%",CARAMELO LIQUIDO,INS-6472C8A065,1 lt,+/-10%,,,,,37,FALTA_EN_CATALOGO
CARBÓN VEGETAL PRESENTACIÓN BOLSA DE 1 KILOGRAMO.,CARBON VEGETAL,INS-A711CC9C8D,1 kilogramo,,,,,,52,FALTA_EN_CATALOGO
CARBÓN VEGETAL PRESENTACIÓN BOLSA DE 2.5 KILOGRAMOS.,CARBON VEGETAL,INS-92EDD8BFCB,2.5 kilogramos,,,,,,52,FALTA_EN_CATALOGO
"CARNE SECA DESHEBRADA DE RES PARA MACHACA, PRESENTACIÓN BOLSA DE 250 GR",CARNE SECA DESHEBRADA RES MACHACA,INS-9016FBACC0,250 gr,,,,,,46,FALTA_EN_CATALOGO
CARTUCHOS DE CARGADOR DE CREMA DE LATIGO N20 PAQUETE DE 24 PIEZAS DESCRIPCIÓN,CARTUCHOS CARGADOR CREMA LATIGO PAQUETE,INS-E1D5C1D799,24 piezas,,,,,,44,FALTA_EN_CATALOGO
"CEBOLLA CAMBRAY, ASPECTO: PIEL COLOR BLANCO CON VERDE CARACTERÍSTICO, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO A CEBOLLA SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CEBOLLA CAMBRAY,INS-F37522F3F5,1 kg,,CEBOLLA CAMBRAY,KG,FRUTAS Y VERDURAS,54.86,100,YA_EN_CATALOGO
"CEBOLLA EN POLVO, PRESENTACIÓN EN BOTE DE 555 GR",CEBOLLA,INS-AAA6911F1B,555 gr,,CEBOLLA EN POLVO,A GRANEL,ABARROTES,47.59,100,YA_EN_CATALOGO
"CEBOLLA MORADA, ASPECTO: PIEL COLOR MORADO CARACTERÍSTICO, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y DURO, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",CEBOLLA MORADA,INS-113634ADD3,1 kg,,CEBOLLA MORADA,KG,FRUTAS Y VERDURAS,43.95,100,YA_EN_CATALOGO
